Freq.	V(d_3p)
2.75863000000000e+009	(-7.12067032051583e+000dB,-6.30277149779078e+001°)
2.77862000000000e+009	(-7.12307007948388e+000dB,-6.36032117377517e+001°)
2.79861000000000e+009	(-7.12591030644803e+000dB,-6.41797420399944e+001°)
2.81860000000000e+009	(-7.12919623274755e+000dB,-6.47572488608445e+001°)
2.83859000000000e+009	(-7.13293287938289e+000dB,-6.53356740444860e+001°)
2.85858000000000e+009	(-7.13712505016618e+000dB,-6.59149583430724e+001°)
2.87857000000000e+009	(-7.14177732507452e+000dB,-6.64950414589064e+001°)
2.89856000000000e+009	(-7.14689405382427e+000dB,-6.70758620887541e+001°)
2.91855000000000e+009	(-7.15247934968490e+000dB,-6.76573579702380e+001°)
2.93854000000000e+009	(-7.15853708354979e+000dB,-6.82394659302450e+001°)
2.95853000000000e+009	(-7.16507087828169e+000dB,-6.88221219352747e+001°)
2.97852000000000e+009	(-7.17208410334977e+000dB,-6.94052611436516e+001°)
2.99851000000000e+009	(-7.17957986977435e+000dB,-6.99888179595124e+001°)
3.01850000000000e+009	(-7.18756102539511e+000dB,-7.05727260884764e+001°)
3.03849000000000e+009	(-7.19603015047755e+000dB,-7.11569185948975e+001°)
3.05848000000000e+009	(-7.20498955367187e+000dB,-7.17413279605914e+001°)
3.07847000000000e+009	(-7.21444126833746e+000dB,-7.23258861449254e+001°)
3.09846000000000e+009	(-7.22438704924479e+000dB,-7.29105246461541e+001°)
3.11845000000000e+009	(-7.23482836966658e+000dB,-7.34951745638701e+001°)
3.13844000000000e+009	(-7.24576641886759e+000dB,-7.40797666624522e+001°)
3.15843000000000e+009	(-7.25720210000256e+000dB,-7.46642314353667e+001°)
3.17842000000000e+009	(-7.26913602842973e+000dB,-7.52484991701923e+001°)
3.19841000000000e+009	(-7.28156853044659e+000dB,-7.58325000142244e+001°)
3.21840000000000e+009	(-7.29449964245275e+000dB,-7.64161640405170e+001°)
3.23839000000000e+009	(-7.30792911054490e+000dB,-7.69994213142168e+001°)
3.25838000000000e+009	(-7.32185639054484e+000dB,-7.75822019590397e+001°)
3.27837000000000e+009	(-7.33628064846355e+000dB,-7.81644362237464e+001°)
3.29836000000000e+009	(-7.35120076140025e+000dB,-7.87460545484624e+001°)
3.31835000000000e+009	(-7.36661531887503e+000dB,-7.93269876306997e+001°)
3.33834000000000e+009	(-7.38252262459268e+000dB,-7.99071664909257e+001°)
3.35833000000000e+009	(-7.39892069863354e+000dB,-8.04865225375410e+001°)
3.37832000000000e+009	(-7.41580728006543e+000dB,-8.10649876311135e+001°)
3.39831000000000e+009	(-7.43317982997079e+000dB,-8.16424941477325e+001°)
3.41830000000000e+009	(-7.45103553487995e+000dB,-8.22189750413397e+001°)
3.43829000000000e+009	(-7.46937131060248e+000dB,-8.27943639049074e+001°)
3.45828000000000e+009	(-7.48818380644507e+000dB,-8.33685950303261e+001°)
3.47827000000000e+009	(-7.50746940980535e+000dB,-8.39416034668812e+001°)
3.49826000000000e+009	(-7.52722425112830e+000dB,-8.45133250781947e+001°)
3.51825000000000e+009	(-7.54744420921208e+000dB,-8.50836965975146e+001°)
3.53824000000000e+009	(-7.56812491684829e+000dB,-8.56526556812496e+001°)
3.55823000000000e+009	(-7.58926176678174e+000dB,-8.62201409606361e+001°)
3.57822000000000e+009	(-7.61084991797268e+000dB,-8.67860920914515e+001°)
3.59821000000000e+009	(-7.63288430214512e+000dB,-8.73504498016753e+001°)
3.61820000000000e+009	(-7.65535963060319e+000dB,-8.79131559370232e+001°)
3.63819000000000e+009	(-7.67827040129736e+000dB,-8.84741535042755e+001°)
3.65818000000000e+009	(-7.70161090612179e+000dB,-8.90333867123348e+001°)
3.67817000000000e+009	(-7.72537523842354e+000dB,-8.95908010109542e+001°)
3.69816000000000e+009	(-7.74955730070422e+000dB,-9.01463431270831e+001°)
3.71815000000000e+009	(-7.77415081249429e+000dB,-9.06999610987907e+001°)
3.73814000000000e+009	(-7.79914931837994e+000dB,-9.12516043067286e+001°)
3.75813000000000e+009	(-7.82454619616283e+000dB,-9.18012235031093e+001°)
3.77812000000000e+009	(-7.85033466513215e+000dB,-9.23487708381745e+001°)
3.79811000000000e+009	(-7.87650779442976e+000dB,-9.28941998841521e+001°)
3.81810000000000e+009	(-7.90305851148779e+000dB,-9.34374656566873e+001°)
3.83809000000000e+009	(-7.92997961051968e+000dB,-9.39785246337574e+001°)
3.85808000000000e+009	(-7.95726376104508e+000dB,-9.45173347720811e+001°)
3.87807000000000e+009	(-7.98490351642963e+000dB,-9.50538555210355e+001°)
3.89806000000000e+009	(-8.01289132242095e+000dB,-9.55880478341112e+001°)
3.91805000000000e+009	(-8.04121952566320e+000dB,-9.61198741779316e+001°)
3.93804000000000e+009	(-8.06988038217174e+000dB,-9.66492985388782e+001°)
3.95803000000000e+009	(-8.09886606575199e+000dB,-9.71762864273578e+001°)
3.97802000000000e+009	(-8.12816867634467e+000dB,-9.77008048797707e+001°)
3.99801000000000e+009	(-8.15778024828330e+000dB,-9.82228224582225e+001°)
4.01800000000000e+009	(-8.18769275844744e+000dB,-9.87423092480450e+001°)
4.03799000000000e+009	(-8.21789813429806e+000dB,-9.92592368531905e+001°)
4.05798000000000e+009	(-8.24838826178113e+000dB,-9.97735783895571e+001°)
4.07797000000000e+009	(-8.27915499308705e+000dB,-1.00285308476329e+002°)
4.09796000000000e+009	(-8.31019015425323e+000dB,-1.00794403225397e+002°)
4.11795000000000e+009	(-8.34148555259874e+000dB,-1.01300840228934e+002°)
4.13794000000000e+009	(-8.37303298398129e+000dB,-1.01804598545221e+002°)
4.15793000000000e+009	(-8.40482423986553e+000dB,-1.02305658682783e+002°)
4.17792000000000e+009	(-8.43685111419530e+000dB,-1.02804002582937e+002°)
4.19791000000000e+009	(-8.46910541006105e+000dB,-1.03299613600834e+002°)
4.21790000000000e+009	(-8.50157894615520e+000dB,-1.03792476485067e+002°)
4.23789000000000e+009	(-8.53426356300978e+000dB,-1.04282577355958e+002°)
4.25788000000000e+009	(-8.56715112900999e+000dB,-1.04769903682588e+002°)
4.27787000000000e+009	(-8.60023354617944e+000dB,-1.05254444258674e+002°)
4.29786000000000e+009	(-8.63350275573277e+000dB,-1.05736189177374e+002°)
4.31785000000000e+009	(-8.66695074339297e+000dB,-1.06215129805109e+002°)
4.33784000000000e+009	(-8.70056954447007e+000dB,-1.06691258754493e+002°)
4.35783000000000e+009	(-8.73435124870003e+000dB,-1.07164569856443e+002°)
4.37782000000000e+009	(-8.76828800484270e+000dB,-1.07635058131586e+002°)
4.39781000000000e+009	(-8.80237202503811e+000dB,-1.08102719761003e+002°)
4.41780000000000e+009	(-8.83659558892166e+000dB,-1.08567552056435e+002°)
4.43779000000000e+009	(-8.87095104749894e+000dB,-1.09029553429998e+002°)
4.45778000000000e+009	(-8.90543082678118e+000dB,-1.09488723363507e+002°)
4.47777000000000e+009	(-8.94002743118436e+000dB,-1.09945062377484e+002°)
4.49776000000000e+009	(-8.97473344669321e+000dB,-1.10398571999904e+002°)
4.51775000000000e+009	(-9.00954154379410e+000dB,-1.10849254734778e+002°)
4.53774000000000e+009	(-9.04444448017991e+000dB,-1.11297114030630e+002°)
4.55773000000000e+009	(-9.07943510323066e+000dB,-1.11742154248931e+002°)
4.57772000000000e+009	(-9.11450635227466e+000dB,-1.12184380632563e+002°)
4.59771000000000e+009	(-9.14965126063431e+000dB,-1.12623799274367e+002°)
4.61770000000000e+009	(-9.18486295746236e+000dB,-1.13060417085839e+002°)
4.63769000000000e+009	(-9.22013466937336e+000dB,-1.13494241766032e+002°)
4.65768000000000e+009	(-9.25545972187607e+000dB,-1.13925281770708e+002°)
4.67767000000000e+009	(-9.29083154061321e+000dB,-1.14353546281792e+002°)
4.69766000000000e+009	(-9.32624365241403e+000dB,-1.14779045177191e+002°)
4.71765000000000e+009	(-9.36168968616682e+000dB,-1.15201789000996e+002°)
4.73764000000000e+009	(-9.39716337351707e+000dB,-1.15621788934125e+002°)
4.75763000000000e+009	(-9.43265854939857e+000dB,-1.16039056765445e+002°)
4.77762000000000e+009	(-9.46816915240430e+000dB,-1.16453604863397e+002°)
4.79761000000000e+009	(-9.50368922500322e+000dB,-1.16865446148174e+002°)
4.81760000000000e+009	(-9.53921291361092e+000dB,-1.17274594064459e+002°)
4.83759000000000e+009	(-9.57473446852049e+000dB,-1.17681062554764e+002°)
4.85758000000000e+009	(-9.61024824370100e+000dB,-1.18084866033400e+002°)
4.87757000000000e+009	(-9.64574869647025e+000dB,-1.18486019361077e+002°)
4.89756000000000e+009	(-9.68123038704918e+000dB,-1.18884537820167e+002°)
4.91755000000000e+009	(-9.71668797800464e+000dB,-1.19280437090653e+002°)
4.93754000000000e+009	(-9.75211623358789e+000dB,-1.19673733226753e+002°)
4.95753000000000e+009	(-9.78751001897462e+000dB,-1.20064442634255e+002°)
4.97752000000000e+009	(-9.82286429941483e+000dB,-1.20452582048552e+002°)
4.99751000000000e+009	(-9.85817413929759e+000dB,-1.20838168513396e+002°)
5.01750000000000e+009	(-9.89343470113817e+000dB,-1.21221219360366e+002°)
5.03749000000000e+009	(-9.92864124449359e+000dB,-1.21601752189061e+002°)
5.05748000000000e+009	(-9.96378912481301e+000dB,-1.21979784848000e+002°)
5.07747000000000e+009	(-9.99887379222847e+000dB,-1.22355335416256e+002°)
5.09746000000000e+009	(-1.00338907902925e+001dB,-1.22728422185784e+002°)
5.11745000000000e+009	(-1.00688357546679e+001dB,-1.23099063644469e+002°)
5.13744000000000e+009	(-1.01037044117755e+001dB,-1.23467278459870e+002°)
5.15743000000000e+009	(-1.01384925774043e+001dB,-1.23833085463652e+002°)
5.17742000000000e+009	(-1.01731961552905e+001dB,-1.24196503636698e+002°)
5.19741000000000e+009	(-1.02078111356697e+001dB,-1.24557552094899e+002°)
5.21740000000000e+009	(-1.02423335938056e+001dB,-1.24916250075586e+002°)
5.23739000000000e+009	(-1.02767596885024e+001dB,-1.25272616924622e+002°)
5.25738000000000e+009	(-1.03110856606021e+001dB,-1.25626672084105e+002°)
5.27737000000000e+009	(-1.03453078314736e+001dB,-1.25978435080696e+002°)
5.29736000000000e+009	(-1.03794226014947e+001dB,-1.26327925514536e+002°)
5.31735000000000e+009	(-1.04134264485324e+001dB,-1.26675163048748e+002°)
5.33734000000000e+009	(-1.04473159264239e+001dB,-1.27020167399497e+002°)
5.35733000000000e+009	(-1.04810876634628e+001dB,-1.27362958326594e+002°)
5.37732000000000e+009	(-1.05147383608898e+001dB,-1.27703555624623e+002°)
5.39731000000000e+009	(-1.05482647913961e+001dB,-1.28041979114582e+002°)
5.41730000000000e+009	(-1.05816637976365e+001dB,-1.28378248636002e+002°)
5.43729000000000e+009	(-1.06149322907577e+001dB,-1.28712384039541e+002°)
5.45728000000000e+009	(-1.06480672489429e+001dB,-1.29044405180019e+002°)
5.47727000000000e+009	(-1.06810657159742e+001dB,-1.29374331909893e+002°)
5.49726000000000e+009	(-1.07139247998147e+001dB,-1.29702184073136e+002°)
5.51725000000000e+009	(-1.07466416712119e+001dB,-1.30027981499510e+002°)
5.53724000000000e+009	(-1.07792135623230e+001dB,-1.30351743999205e+002°)
5.55723000000000e+009	(-1.08116377653638e+001dB,-1.30673491357853e+002°)
5.57722000000000e+009	(-1.08439116312817e+001dB,-1.30993243331852e+002°)
5.59721000000000e+009	(-1.08760325684540e+001dB,-1.31311019644033e+002°)
5.61720000000000e+009	(-1.09079980414106e+001dB,-1.31626839979618e+002°)
5.63719000000000e+009	(-1.09398055695846e+001dB,-1.31940723982468e+002°)
5.65718000000000e+009	(-1.09714527260873e+001dB,-1.32252691251599e+002°)
5.67717000000000e+009	(-1.10029371365109e+001dB,-1.32562761337958e+002°)
5.69716000000000e+009	(-1.10342564777578e+001dB,-1.32870953741437e+002°)
5.71715000000000e+009	(-1.10654084768962e+001dB,-1.33177287908114e+002°)
5.73714000000000e+009	(-1.10963909100424e+001dB,-1.33481783227707e+002°)
5.75713000000000e+009	(-1.11272016012703e+001dB,-1.33784459031224e+002°)
5.77712000000000e+009	(-1.11578384215467e+001dB,-1.34085334588812e+002°)
5.79711000000000e+009	(-1.11882992876927e+001dB,-1.34384429107765e+002°)
5.81710000000000e+009	(-1.12185821613713e+001dB,-1.34681761730710e+002°)
